TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
48,nytimes,The New York Times,2018-06-05 19:31:08+00:00,0.0,1.0,0.0,0.0,RT @jdelreal: I may have just visited the coolest polling place in America. Voters are casting their ballots here at Rhino’s Boxing in Vist…
47,nytimes,The New York Times,2018-06-05 19:37:04+00:00,0.0,1.0,0.0,0.0,"A court has ordered Mexico's government to again investigate the disappearances of 43 college students. This time,… https://t.co/GWOvp5B1c4"
46,nytimes,The New York Times,2018-06-05 19:47:04+00:00,0.092,0.843,0.064,0.1779,"RT @nytpolitics: News Analysis: The president’s claim that he has ""the absolute right"" to pardon himself was the latest in an aggressive se…"
45,nytimes,The New York Times,2018-06-05 19:57:02+00:00,0.0,0.833,0.167,-0.3818,Crowdfunding campaigns are designed for just about everything these days. That includes funerals. https://t.co/WFgOKnLoOF
44,nytimes,The New York Times,2018-06-05 20:10:09+00:00,0.0,1.0,0.0,0.0,A school wanted to prepare its eighth-graders for high school. So it gave them a bullet-resistant shield for their… https://t.co/ykXjrGY5l6
43,nytimes,The New York Times,2018-06-05 20:25:03+00:00,0.0,0.918,0.082,-0.1531,"“We are not going to judge you on your outward appearance,"" the Miss America Organization's chairwoman, Gretchen Ca… https://t.co/SY8ge6if9h"
42,nytimes,The New York Times,2018-06-05 20:33:45+00:00,0.28,0.72,0.0,0.8126,RT @mccanner: I love this. New York Times photographers did portraits of voters and asked what's motivating them to participate today. SEVE…
41,nytimes,The New York Times,2018-06-05 20:40:03+00:00,0.0,1.0,0.0,0.0,"Rep. Tulsi Gabbard wants visitors to stay away from the Kilauea volcano. ""Now is not the time for tourists to blank… https://t.co/a5dL2bl2JD"
40,nytimes,The New York Times,2018-06-05 20:55:04+00:00,0.104,0.723,0.173,-0.4019,"Kate Spade, who was found dead on Tuesday, had a business mind that saw the opportunities in becoming a lifestyle b… https://t.co/lN2NDamjmq"
39,nytimes,The New York Times,2018-06-05 21:03:05+00:00,0.0,0.735,0.265,-0.7579,"After a teenager was fatally shot by a police officer, his family searched for answers from the city they lost fait… https://t.co/49QalKqVI7"
38,nytimes,The New York Times,2018-06-05 21:03:46+00:00,0.0,1.0,0.0,0.0,California's 10th congressional district is one that's coveted by Democrats. NYT journalists are reporting from the… https://t.co/HZRtuv5CxY
37,nytimes,The New York Times,2018-06-05 21:12:02+00:00,0.17,0.83,0.0,0.4767,"Jordan Peele, who wrote and directed ""Get Out,"" has signed a deal giving Amazon the first look at his ideas for TV… https://t.co/No04lHy4zr"
36,nytimes,The New York Times,2018-06-05 21:27:05+00:00,0.0,0.805,0.195,-0.561,"RT @VVFriedman: On this sad day, thoughts on Kate Spade, and what she stood for - https://t.co/jBYfIwb6AT"
35,nytimes,The New York Times,2018-06-05 21:46:06+00:00,0.0,1.0,0.0,0.0,"How much tourism is too much? On the Galápagos Islands, they're asking the question. https://t.co/GQ5twJeeq1"
34,nytimes,The New York Times,2018-06-05 21:58:03+00:00,0.0,0.905,0.095,-0.296,"Breaking News: Mexico hit back at the U.S., saying it would impose tariffs on cheese, whiskey and other goods in re… https://t.co/XKeKYb4KcM"
33,nytimes,The New York Times,2018-06-05 22:12:02+00:00,0.0,1.0,0.0,0.0,"RT @NYTNational: ⚡️ “On the Ground at the California Primaries”

https://t.co/f0ZiiBHxqF"
32,nytimes,The New York Times,2018-06-05 22:27:05+00:00,0.0,1.0,0.0,0.0,8 states are holding primaries today. Here's what to watch for in those races. https://t.co/K1Je3JoLQA
31,nytimes,The New York Times,2018-06-05 22:41:04+00:00,0.121,0.779,0.1,0.128,Kate Spade was a critical figure in the continuum of women who have defined fashion in the United States: designers… https://t.co/mkBQsw4Uxb
30,nytimes,The New York Times,2018-06-05 22:51:03+00:00,0.079,0.837,0.083,-0.0227,"RT @arappeport: In a letter to Congress, Trump's Treasury Department still will not commit to putting Harriet Tubman on the $20 https://t.c…"
29,nytimes,The New York Times,2018-06-05 23:02:03+00:00,0.0,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d5SybOs0hs
28,nytimes,The New York Times,2018-06-05 23:11:30+00:00,0.0,1.0,0.0,0.0,Breaking News: Facebook has given at least four Chinese companies access to user data. One has been flagged by U.S.… https://t.co/NHDWzvKJUO
27,nytimes,The New York Times,2018-06-05 23:21:03+00:00,0.14,0.86,0.0,0.4767,"RT @gabrieldance: New: Facebook gave private data access to Chinese Firm, Huawei, which has been flagged by U.S. intelligence.

https://t.c…"
26,nytimes,The New York Times,2018-06-05 23:32:07+00:00,0.128,0.872,0.0,0.4215,"Betsy DeVos said the federal commission on school safety set up this year after the Parkland, Florida, school massa… https://t.co/Gn3X6eos8S"
25,nytimes,The New York Times,2018-06-05 23:47:03+00:00,0.109,0.891,0.0,0.296,Scott Pruitt gave a political aide the task of helping him seek a “business opportunity” for his wife with Chick-fi… https://t.co/g15MDxxunN
24,nytimes,The New York Times,2018-06-06 00:02:05+00:00,0.0,1.0,0.0,0.0,"8 states voted in one of the busiest days of primary season, and results are expected soon. We’re tracking the key… https://t.co/iL14weHog8"
23,nytimes,The New York Times,2018-06-06 00:17:03+00:00,0.0,0.728,0.272,-0.7964,RT @nytpolitics: The assassination fueled a general sense — not entirely unfamiliar today — that the nation had gone mad; that the normal r…
22,nytimes,The New York Times,2018-06-06 00:27:05+00:00,0.078,0.78,0.142,-0.34,Who will likely be blamed if Democrats get locked out of some competitive Republican-held congressional races in Ca… https://t.co/kEa8zJhkBT
21,nytimes,The New York Times,2018-06-06 00:37:05+00:00,0.0,1.0,0.0,0.0,"8 states have primary elections today. Here's when we're expecting the first results. https://t.co/NEbxm6mxyl
Alaba… https://t.co/SiGUd84TSg"
20,nytimes,The New York Times,2018-06-05 20:55:04+00:00,0.104,0.723,0.173,-0.4019,"Kate Spade, who was found dead on Tuesday, had a business mind that saw the opportunities in becoming a lifestyle b… https://t.co/lN2NDamjmq"
19,nytimes,The New York Times,2018-06-05 21:03:05+00:00,0.0,0.735,0.265,-0.7579,"After a teenager was fatally shot by a police officer, his family searched for answers from the city they lost fait… https://t.co/49QalKqVI7"
18,nytimes,The New York Times,2018-06-05 21:03:46+00:00,0.0,1.0,0.0,0.0,California's 10th congressional district is one that's coveted by Democrats. NYT journalists are reporting from the… https://t.co/HZRtuv5CxY
17,nytimes,The New York Times,2018-06-05 21:12:02+00:00,0.17,0.83,0.0,0.4767,"Jordan Peele, who wrote and directed ""Get Out,"" has signed a deal giving Amazon the first look at his ideas for TV… https://t.co/No04lHy4zr"
16,nytimes,The New York Times,2018-06-05 21:27:05+00:00,0.0,0.805,0.195,-0.561,"RT @VVFriedman: On this sad day, thoughts on Kate Spade, and what she stood for - https://t.co/jBYfIwb6AT"
15,nytimes,The New York Times,2018-06-05 21:46:06+00:00,0.0,1.0,0.0,0.0,"How much tourism is too much? On the Galápagos Islands, they're asking the question. https://t.co/GQ5twJeeq1"
14,nytimes,The New York Times,2018-06-05 21:58:03+00:00,0.0,0.905,0.095,-0.296,"Breaking News: Mexico hit back at the U.S., saying it would impose tariffs on cheese, whiskey and other goods in re… https://t.co/XKeKYb4KcM"
13,nytimes,The New York Times,2018-06-05 22:12:02+00:00,0.0,1.0,0.0,0.0,"RT @NYTNational: ⚡️ “On the Ground at the California Primaries”

https://t.co/f0ZiiBHxqF"
12,nytimes,The New York Times,2018-06-05 22:27:05+00:00,0.0,1.0,0.0,0.0,8 states are holding primaries today. Here's what to watch for in those races. https://t.co/K1Je3JoLQA
11,nytimes,The New York Times,2018-06-05 22:41:04+00:00,0.121,0.779,0.1,0.128,Kate Spade was a critical figure in the continuum of women who have defined fashion in the United States: designers… https://t.co/mkBQsw4Uxb
10,nytimes,The New York Times,2018-06-05 22:51:03+00:00,0.079,0.837,0.083,-0.0227,"RT @arappeport: In a letter to Congress, Trump's Treasury Department still will not commit to putting Harriet Tubman on the $20 https://t.c…"
9,nytimes,The New York Times,2018-06-05 23:02:03+00:00,0.0,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d5SybOs0hs
8,nytimes,The New York Times,2018-06-05 23:11:30+00:00,0.0,1.0,0.0,0.0,Breaking News: Facebook has given at least four Chinese companies access to user data. One has been flagged by U.S.… https://t.co/NHDWzvKJUO
7,nytimes,The New York Times,2018-06-05 23:21:03+00:00,0.14,0.86,0.0,0.4767,"RT @gabrieldance: New: Facebook gave private data access to Chinese Firm, Huawei, which has been flagged by U.S. intelligence.

https://t.c…"
6,nytimes,The New York Times,2018-06-05 23:32:07+00:00,0.128,0.872,0.0,0.4215,"Betsy DeVos said the federal commission on school safety set up this year after the Parkland, Florida, school massa… https://t.co/Gn3X6eos8S"
5,nytimes,The New York Times,2018-06-05 23:47:03+00:00,0.109,0.891,0.0,0.296,Scott Pruitt gave a political aide the task of helping him seek a “business opportunity” for his wife with Chick-fi… https://t.co/g15MDxxunN
4,nytimes,The New York Times,2018-06-06 00:02:05+00:00,0.0,1.0,0.0,0.0,"8 states voted in one of the busiest days of primary season, and results are expected soon. We’re tracking the key… https://t.co/iL14weHog8"
3,nytimes,The New York Times,2018-06-06 00:17:03+00:00,0.0,0.728,0.272,-0.7964,RT @nytpolitics: The assassination fueled a general sense — not entirely unfamiliar today — that the nation had gone mad; that the normal r…
2,nytimes,The New York Times,2018-06-06 00:27:05+00:00,0.078,0.78,0.142,-0.34,Who will likely be blamed if Democrats get locked out of some competitive Republican-held congressional races in Ca… https://t.co/kEa8zJhkBT
1,nytimes,The New York Times,2018-06-06 00:37:05+00:00,0.0,1.0,0.0,0.0,"8 states have primary elections today. Here's when we're expecting the first results. https://t.co/NEbxm6mxyl
Alaba… https://t.co/SiGUd84TSg"
