TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
59,CBSNews,CBS News,2018-06-05 18:15:28+00:00,0.277,0.723,0.0,0.7096,Man with Down syndrome gets huge surprise from boss -- and the smile on his face says it all https://t.co/TeGTHbpQzx https://t.co/s3fQ3tbqGZ
58,CBSNews,CBS News,2018-06-05 18:16:33+00:00,0.0,1.0,0.0,0.0,WATCH LIVE: Senate Republicans address reporters on Capitol Hill after Senate Majority Leader Mitch McConnell cance… https://t.co/3DI5RY6Lke
57,CBSNews,CBS News,2018-06-05 18:27:37+00:00,0.0,0.905,0.095,-0.2263,WATCH LIVE: @PressSec holds White House briefing after Pres. Trump cancels Eagles event; chair of Council of Econom… https://t.co/yEfdc7kITH
56,CBSNews,CBS News,2018-06-05 18:41:12+00:00,0.0,1.0,0.0,0.0,"Reporter: ""Is the president aware that not a single player on the Eagles, for the entire season, knelt for the nati… https://t.co/hGJQWcZJNX"
55,CBSNews,CBS News,2018-06-05 18:48:16+00:00,0.0,1.0,0.0,0.0,.@PressSec declines to comment on discrepancy between her past remarks on Donald Trump Jr. statement and letter fro… https://t.co/kwY99hW5td
54,CBSNews,CBS News,2018-06-05 18:51:19+00:00,0.132,0.8,0.068,0.3832,"""I think you all know I'm an honest person that works extremely hard to provide you with accurate information at al… https://t.co/x7NWuz7mZm"
53,CBSNews,CBS News,2018-06-05 18:56:36+00:00,0.0,1.0,0.0,0.0,".@PressSec: ""The president his position hasn't changed on this throughout the process...and the Eagles made the com… https://t.co/5iGWRln2SE"
52,CBSNews,CBS News,2018-06-05 18:59:36+00:00,0.0,0.682,0.318,-0.7865,WARNING FOR PARENTS: Garden hoses left in the sun can result in scalding water. Fire Department issues a warning af… https://t.co/VFqfapmbyU
51,CBSNews,CBS News,2018-06-05 19:00:24+00:00,0.321,0.679,0.0,0.8176,"""If the White House supports the [Colorado] baker's right of free speech, why doesn't the White House support the p… https://t.co/vRUMn19T6h"
50,CBSNews,CBS News,2018-06-05 19:02:43+00:00,0.0,0.885,0.115,-0.3818,"""There are black and brown soldiers that fight in the military that feel taking the knee, bringing attention to pol… https://t.co/ogScTHye3e"
49,CBSNews,CBS News,2018-06-05 19:05:33+00:00,0.3,0.7,0.0,0.8074,"Pres. Trump speaks at White House event that replaces visit from Super Bowl champions Philadelphia Eagles: ""We love… https://t.co/73VN1bvPCV"
48,CBSNews,CBS News,2018-06-05 19:09:23+00:00,0.0,0.794,0.206,-0.4847,"Pres. Trump, though standing, does not sing ""God Bless America"" word-for-word, nodding along to melody as military… https://t.co/mCXenwDLiP"
47,CBSNews,CBS News,2018-06-05 19:29:14+00:00,0.11,0.751,0.139,-0.128,Colorado Rockies draft pick deletes 2012 tweet wishing someone would shoot former President Obama… https://t.co/gPPW5Et9Ly
46,CBSNews,CBS News,2018-06-05 19:40:31+00:00,0.087,0.805,0.107,-0.0772,"Today, the Miss America Organization announced a number of changes aimed at female empowerment:… https://t.co/nEbq4oVrIG"
45,CBSNews,CBS News,2018-06-05 20:01:21+00:00,0.0,1.0,0.0,0.0,"Sen. Jeff Mekley (D-OR) says that what he witnessed in Texas at a migrant processing center is now ""seared"" in his… https://t.co/pQu1LjgwGG"
44,CBSNews,CBS News,2018-06-05 20:14:34+00:00,0.0,1.0,0.0,0.0,"As its colossal merger closes, Bayer confirms that it is dropping Monsanto from its name https://t.co/xEO3BcKm4S https://t.co/9fsDZ8O5Va"
43,CBSNews,CBS News,2018-06-05 20:25:57+00:00,0.0,1.0,0.0,0.0,A Florida woman says she has found Jesus...in a horseshoe crab shell. Do you think this resembles Christ?… https://t.co/DfFTMU3549
42,CBSNews,CBS News,2018-06-05 20:29:53+00:00,0.0,1.0,0.0,0.0,"For tonight’s #EyeOnAmerica, @DavidBegnaud spends a day in a Georgia jail where local police are deputized as ICE a… https://t.co/RXlP3yg6QK"
41,CBSNews,CBS News,2018-06-05 20:44:37+00:00,0.121,0.777,0.102,0.1027,"Hoax call drew deputies and a SWAT team to the home of Parkland survivor David Hogg, officials say… https://t.co/LLMInJewLU"
40,CBSNews,CBS News,2018-06-05 21:00:16+00:00,0.0,0.728,0.272,-0.6808,"Police in a Pennsylvania town have caught a man suspected of stealing flags from several locations, including a rec… https://t.co/vpOa1LVMSl"
39,CBSNews,CBS News,2018-06-05 21:14:56+00:00,0.153,0.847,0.0,0.4019,Kate Spade's globally recognized brand began with her simple wish for an unfussy handbag https://t.co/F3RgfdYvUx https://t.co/On2jDJ4bnC
38,CBSNews,CBS News,2018-06-05 21:29:33+00:00,0.284,0.524,0.192,0.0258,"""The killing of a clearly identified medical staffer by security forces during a demonstration is particularly repr… https://t.co/RvA1cdoE8Q"
37,CBSNews,CBS News,2018-06-05 21:44:40+00:00,0.0,1.0,0.0,0.0,Oprah Winfrey -- and the impact of her groundbreaking show -- is the subject of a new exhibit at the Smithsonian's… https://t.co/1gyXnA1xaK
36,CBSNews,CBS News,2018-06-05 22:00:02+00:00,0.388,0.534,0.078,0.8271,"""No one wants the invite anyway.""  LeBron James came out in defense of the Super Bowl champion Philadelphia Eagles… https://t.co/BZTFJLwaih"
35,CBSNews,CBS News,2018-06-05 22:29:24+00:00,0.112,0.888,0.0,0.4404,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC

Thanks for being with us #OriginalReporting #CBS…"
34,CBSNews,CBS News,2018-06-05 22:37:44+00:00,0.0,1.0,0.0,0.0,A government contractor was taken into custody at a Secret Service checkpoint when he showed up for work. He was wa… https://t.co/UHZQAqpHA0
33,CBSNews,CBS News,2018-06-05 22:40:36+00:00,0.379,0.621,0.0,0.9001,There was supposed to be a celebration today at the White House in honor of the Super Bowl champion Philadelphia Ea… https://t.co/VpoE2Gttt1
32,CBSNews,CBS News,2018-06-05 22:43:25+00:00,0.0,0.893,0.107,-0.34,New evacuations were ordered in Guatemala where the Volcano of Fire has been sending out ash and smoke. The officia… https://t.co/XtPYm1211f
31,CBSNews,CBS News,2018-06-05 22:46:12+00:00,0.208,0.792,0.0,0.6369,"Kate Spade, a designer who turned her love of handbags and accessories into a multinational, multibillion dollar br… https://t.co/9sHOmgwLVd"
30,CBSNews,CBS News,2018-06-05 22:49:38+00:00,0.0,1.0,0.0,0.0,"RT @CBSEveningNews: The government is enlisting local law enforcement in the crackdown of undocumented immigrants

Officers in 78 departmen…"
29,CBSNews,CBS News,2018-06-05 22:56:37+00:00,0.0,0.904,0.096,-0.1531,"The Miss America Organization is dropping the swimsuit competition from its nationally televised broadcast, saying… https://t.co/38TY0RYW9A"
28,CBSNews,CBS News,2018-06-05 23:01:02+00:00,0.0,1.0,0.0,0.0,A long-distance swimmer who conquered the Atlantic 20 years ago is now taking on the Pacific. @JimAxelrod has his s… https://t.co/E13IC82iGk
27,CBSNews,CBS News,2018-06-05 23:14:42+00:00,0.0,1.0,0.0,0.0,"A spectator kneeled during the national anthem at the White House's ""Celebration of America"" event, which was being… https://t.co/WoZMZ6C2tL"
26,CBSNews,CBS News,2018-06-05 23:29:35+00:00,0.0,1.0,0.0,0.0,"Tuesday marks one of the most closely-watched election days before November's midterm elections as eight states, in… https://t.co/SfFnrm8eYJ"
25,CBSNews,CBS News,2018-06-05 23:37:59+00:00,0.0,0.809,0.191,-0.5423,"Kelly Sadler, the White House aide who mocked Sen. McCain about his health last month, is ""no longer employed withi… https://t.co/QHujSARaiz"
24,CBSNews,CBS News,2018-06-05 23:54:30+00:00,0.173,0.693,0.134,0.2263,The Secret Service arrested a contractor outside the White House for an outstanding warrant that includes an attemp… https://t.co/itFNlJZNVn
23,CBSNews,CBS News,2018-06-06 00:03:48+00:00,0.0,1.0,0.0,0.0,"Polls are closing in Alabama, Mississippi, New Jersey and South Dakota. Follow our live blog for updates on Tuesday… https://t.co/4cx2FsmCQ8"
22,CBSNews,CBS News,2018-06-06 00:14:31+00:00,0.0,1.0,0.0,0.0,"""It depends on whether those trends we saw in that December election repeat. One of the things you did see [Doug] J… https://t.co/AO9fFv2GoH"
21,CBSNews,CBS News,2018-06-06 00:21:38+00:00,0.0,0.924,0.076,-0.1027,"When a five-year-old boy challenged a firefighter to a race to suit up in full gear, a heated competition ensued. A… https://t.co/NBvmiZUiZp"
20,CBSNews,CBS News,2018-06-05 21:00:16+00:00,0.0,0.728,0.272,-0.6808,"Police in a Pennsylvania town have caught a man suspected of stealing flags from several locations, including a rec… https://t.co/vpOa1LVMSl"
19,CBSNews,CBS News,2018-06-05 21:14:56+00:00,0.153,0.847,0.0,0.4019,Kate Spade's globally recognized brand began with her simple wish for an unfussy handbag https://t.co/F3RgfdYvUx https://t.co/On2jDJ4bnC
18,CBSNews,CBS News,2018-06-05 21:29:33+00:00,0.284,0.524,0.192,0.0258,"""The killing of a clearly identified medical staffer by security forces during a demonstration is particularly repr… https://t.co/RvA1cdoE8Q"
17,CBSNews,CBS News,2018-06-05 21:44:40+00:00,0.0,1.0,0.0,0.0,Oprah Winfrey -- and the impact of her groundbreaking show -- is the subject of a new exhibit at the Smithsonian's… https://t.co/1gyXnA1xaK
16,CBSNews,CBS News,2018-06-05 22:00:02+00:00,0.388,0.534,0.078,0.8271,"""No one wants the invite anyway.""  LeBron James came out in defense of the Super Bowl champion Philadelphia Eagles… https://t.co/BZTFJLwaih"
15,CBSNews,CBS News,2018-06-05 22:29:24+00:00,0.112,0.888,0.0,0.4404,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC

Thanks for being with us #OriginalReporting #CBS…"
14,CBSNews,CBS News,2018-06-05 22:37:44+00:00,0.0,1.0,0.0,0.0,A government contractor was taken into custody at a Secret Service checkpoint when he showed up for work. He was wa… https://t.co/UHZQAqpHA0
13,CBSNews,CBS News,2018-06-05 22:40:36+00:00,0.379,0.621,0.0,0.9001,There was supposed to be a celebration today at the White House in honor of the Super Bowl champion Philadelphia Ea… https://t.co/VpoE2Gttt1
12,CBSNews,CBS News,2018-06-05 22:43:25+00:00,0.0,0.893,0.107,-0.34,New evacuations were ordered in Guatemala where the Volcano of Fire has been sending out ash and smoke. The officia… https://t.co/XtPYm1211f
11,CBSNews,CBS News,2018-06-05 22:46:12+00:00,0.208,0.792,0.0,0.6369,"Kate Spade, a designer who turned her love of handbags and accessories into a multinational, multibillion dollar br… https://t.co/9sHOmgwLVd"
10,CBSNews,CBS News,2018-06-05 22:49:38+00:00,0.0,1.0,0.0,0.0,"RT @CBSEveningNews: The government is enlisting local law enforcement in the crackdown of undocumented immigrants

Officers in 78 departmen…"
9,CBSNews,CBS News,2018-06-05 22:56:37+00:00,0.0,0.904,0.096,-0.1531,"The Miss America Organization is dropping the swimsuit competition from its nationally televised broadcast, saying… https://t.co/38TY0RYW9A"
8,CBSNews,CBS News,2018-06-05 23:01:02+00:00,0.0,1.0,0.0,0.0,A long-distance swimmer who conquered the Atlantic 20 years ago is now taking on the Pacific. @JimAxelrod has his s… https://t.co/E13IC82iGk
7,CBSNews,CBS News,2018-06-05 23:14:42+00:00,0.0,1.0,0.0,0.0,"A spectator kneeled during the national anthem at the White House's ""Celebration of America"" event, which was being… https://t.co/WoZMZ6C2tL"
6,CBSNews,CBS News,2018-06-05 23:29:35+00:00,0.0,1.0,0.0,0.0,"Tuesday marks one of the most closely-watched election days before November's midterm elections as eight states, in… https://t.co/SfFnrm8eYJ"
5,CBSNews,CBS News,2018-06-05 23:37:59+00:00,0.0,0.809,0.191,-0.5423,"Kelly Sadler, the White House aide who mocked Sen. McCain about his health last month, is ""no longer employed withi… https://t.co/QHujSARaiz"
4,CBSNews,CBS News,2018-06-05 23:54:30+00:00,0.173,0.693,0.134,0.2263,The Secret Service arrested a contractor outside the White House for an outstanding warrant that includes an attemp… https://t.co/itFNlJZNVn
3,CBSNews,CBS News,2018-06-06 00:03:48+00:00,0.0,1.0,0.0,0.0,"Polls are closing in Alabama, Mississippi, New Jersey and South Dakota. Follow our live blog for updates on Tuesday… https://t.co/4cx2FsmCQ8"
2,CBSNews,CBS News,2018-06-06 00:14:31+00:00,0.0,1.0,0.0,0.0,"""It depends on whether those trends we saw in that December election repeat. One of the things you did see [Doug] J… https://t.co/AO9fFv2GoH"
1,CBSNews,CBS News,2018-06-06 00:21:38+00:00,0.0,0.924,0.076,-0.1027,"When a five-year-old boy challenged a firefighter to a race to suit up in full gear, a heated competition ensued. A… https://t.co/NBvmiZUiZp"
100,CNN,CNN,2018-06-05 14:32:38+00:00,0.0,0.868,0.132,-0.4404,Fox News is facing criticism after it aired photos of various players for the Philadelphia Eagles kneeling in praye… https://t.co/gHLaNxGd0R
99,CNN,CNN,2018-06-05 14:42:52+00:00,0.0,0.637,0.363,-0.6908,"Apple's not the only company worried about your bad habits
 https://t.co/5khww9axOr https://t.co/OSPOdupJyB"
98,CNN,CNN,2018-06-05 14:54:00+00:00,0.0,0.805,0.195,-0.5574,"RT @CNNnewsroom: ""Make no mistake about it, it's President Trump's policies that are separating families at the border... that are isolatin…"
97,CNN,CNN,2018-06-05 15:01:00+00:00,0.061,0.939,0.0,0.0772,"Six months after they helped Democrat Doug Jones get elected, a record number of black women are now running for st… https://t.co/0y75Oo0Bws"
96,CNN,CNN,2018-06-05 15:10:05+00:00,0.0,0.839,0.161,-0.3612,Student loan debt just hit $1.5 trillion. Women hold most of it. https://t.co/hnZb6TinL1 https://t.co/qY8wgdNzI6
95,CNN,CNN,2018-06-05 15:20:03+00:00,0.0,0.914,0.086,-0.1531,America's leading CEOs are scaling back plans for hiring and spending because of President Trump's aggressive trade… https://t.co/v5BDBZhGeB
94,CNN,CNN,2018-06-05 15:30:03+00:00,0.0,1.0,0.0,0.0,"Starbucks' Howard Schultz: ""There is a very big difference"" between my qualifications and Trump's… https://t.co/qs0jzBUVuD"
93,CNN,CNN,2018-06-05 15:36:50+00:00,0.0,1.0,0.0,0.0,RT @CNNPhotos: “Then the room moved”: Photographer Harry Benson was there when Bobby Kennedy was shot 50 years ago today: https://t.co/B37Q…
92,CNN,CNN,2018-06-05 15:40:08+00:00,0.0,1.0,0.0,0.0,"First lady Melania Trump will make her first public appearance today in front of press cameras, 26 days since she l… https://t.co/EQEr6TWQJO"
91,CNN,CNN,2018-06-05 15:50:07+00:00,0.0,0.682,0.318,-0.7184,A photo of a man taking a selfie while emergency personnel were attending to a seriously injured woman on railway t… https://t.co/rGWNXMzO3K
90,CNN,CNN,2018-06-05 16:00:09+00:00,0.0,0.854,0.146,-0.5574,At least 100 people are believed to have died after a boat carrying migrants sank off the coast of Tunisia on Satur… https://t.co/ESIsxhZHJ1
89,CNN,CNN,2018-06-05 16:10:00+00:00,0.323,0.677,0.0,0.7351,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxRdUs https://t.co/h42Mcx2ozV
88,CNN,CNN,2018-06-05 16:20:06+00:00,0.0,0.808,0.192,-0.6124,"Three sons, ages 13, 6, and 2, are in a New York state detention center. Another son is in a detention center in Ca… https://t.co/0qWILBoW2L"
87,CNN,CNN,2018-06-05 16:30:10+00:00,0.0,1.0,0.0,0.0,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/9RyFTTONtz
86,CNN,CNN,2018-06-05 16:32:48+00:00,0.0,0.63,0.37,-0.8689,BREAKING: Designer Kate Spade was found dead in her New York apartment in an apparent suicide https://t.co/T8Oeu6oWlq
85,CNN,CNN,2018-06-05 16:40:07+00:00,0.0,1.0,0.0,0.0,"Russian President Vladimir Putin says he and President Trump ""regularly talk over the phone"" and that the pair work… https://t.co/OgY346LpcU"
84,CNN,CNN,2018-06-05 16:50:04+00:00,0.109,0.739,0.152,-0.2732,The Puerto Rican government has seven days to release death certificates and data related to the true toll of Hurri… https://t.co/PlIPvBkv0r
83,CNN,CNN,2018-06-05 17:00:13+00:00,0.0,1.0,0.0,0.0,The US and North Korea have settled on a venue for the summit between President Trump and North Korean leader Kim J… https://t.co/bxD0TmV5UI
82,CNN,CNN,2018-06-05 17:11:06+00:00,0.118,0.882,0.0,0.4215,Education Secretary Betsy DeVos says looking at the role of guns in school safety was not a focus of the federal sc… https://t.co/N1vG7WkCZY
81,CNN,CNN,2018-06-05 17:20:08+00:00,0.095,0.905,0.0,0.2716,California is in the spotlight for one of the most important primary days of the year. Here's what to watch:… https://t.co/dw32o73OHO
80,CNN,CNN,2018-06-05 17:30:11+00:00,0.0,0.826,0.174,-0.2732,"Electric cars could put 100,000 German jobs at risk https://t.co/3inC0VVr6d https://t.co/MWrwJK94Bz"
79,CNN,CNN,2018-06-05 17:40:00+00:00,0.106,0.894,0.0,0.2263,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/EijYgmBway
78,CNN,CNN,2018-06-05 17:50:00+00:00,0.0,0.818,0.182,-0.4588,"Discarded plastic is in our food chain - eating shellfish could expose you to 11,000 bits of micro-plastic each yea… https://t.co/TWOEB86qRS"
77,CNN,CNN,2018-06-05 18:00:00+00:00,0.0,1.0,0.0,0.0,The sanctuary saving Thailand's disappearing elephants: https://t.co/6EtVhBR3n7  #WorldEnvironmentDay https://t.co/R9al8CHJcR
76,CNN,CNN,2018-06-05 18:10:00+00:00,0.0,1.0,0.0,0.0,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa… https://t.co/gA8BL8x6Tl
75,CNN,CNN,2018-06-05 18:20:06+00:00,0.133,0.867,0.0,0.25,"Wells Fargo is closing all its branches in Indiana, Michigan and Ohio https://t.co/wY6qQiRsIF https://t.co/YbVCt7gsCw"
74,CNN,CNN,2018-06-05 18:24:17+00:00,0.0,1.0,0.0,0.0,Sarah Sanders talks to reporters a day after Trump canceled the Philadelphia Eagles' trip to White House. Watch liv… https://t.co/XSM9ibWfRX
73,CNN,CNN,2018-06-05 18:35:07+00:00,0.0,1.0,0.0,0.0,"Saudi Arabia has issued its first driver's licenses to 10 women ahead of June 24, when the Kingdom's due to end the… https://t.co/gl3oA5NIb8"
72,CNN,CNN,2018-06-05 18:47:58+00:00,0.115,0.885,0.0,0.3818,"Sanders: ""The Eagles are the ones who tried to changed their commitment at the eleventh hour… if this wasn’t a poli… https://t.co/hs034bpHo1"
71,CNN,CNN,2018-06-05 19:00:17+00:00,0.0,1.0,0.0,0.0,"The family of Marjory Stoneman Douglas High School student activist David Hogg was the target of a ""swatting"" incid… https://t.co/3tgT9V6T3a"
70,CNN,CNN,2018-06-05 19:10:11+00:00,0.0,1.0,0.0,0.0,White House again refuses to comment on previous false statements https://t.co/khMcwsvqzM https://t.co/LgTe4GlNak
69,CNN,CNN,2018-06-05 19:20:07+00:00,0.333,0.667,0.0,0.6124,Social Security must reduce benefits in 2034 if reforms aren't made https://t.co/nRzyUkNhdM
68,CNN,CNN,2018-06-05 19:30:15+00:00,0.0,0.885,0.115,-0.296,"American companies announced a record $201.3 billion in stock buybacks and cash takeovers in May.

Critics say the… https://t.co/rBCA6azHdm"
67,CNN,CNN,2018-06-05 19:40:07+00:00,0.0,0.926,0.074,-0.1531,"Miss America pageant is getting rid of its swimsuit competitions and will be more inclusive to women of all sizes,… https://t.co/OT1fLl8wE6"
66,CNN,CNN,2018-06-05 19:50:07+00:00,0.0,1.0,0.0,0.0,"Alex van der Zwaan, the only person to serve time in Mueller investigation, has been deported… https://t.co/OECkrEJy4N"
65,CNN,CNN,2018-06-05 20:00:12+00:00,0.13,0.87,0.0,0.4019,President Trump tweets out support for House Majority Leader Kevin McCarthy and Republican Rep. Devin Nunes in Cali… https://t.co/5TwGqJyJZN
64,CNN,CNN,2018-06-05 20:10:11+00:00,0.109,0.891,0.0,0.4019,Polling in the last year has been split half and half on support for players in the NFL kneeling during the Nationa… https://t.co/QKWmoe4t3x
63,CNN,CNN,2018-06-05 20:20:05+00:00,0.17,0.83,0.0,0.4391,Today is the most important day of 2018 so far for Democrats' chances in the House | Analysis by Chris Cillizza… https://t.co/wrZsOVitcH
62,CNN,CNN,2018-06-05 20:31:05+00:00,0.0,1.0,0.0,0.0,How much longer can the US economy keep rolling? https://t.co/t9yM5wI5zr
61,CNN,CNN,2018-06-05 20:40:04+00:00,0.0,1.0,0.0,0.0,Elon Musk is about to face scrutiny at Tesla's shareholder meeting https://t.co/QCXB5OE20a https://t.co/ORhe6WqD4x
60,CNN,CNN,2018-06-05 20:50:08+00:00,0.192,0.728,0.08,0.4404,"In 16 years, Social Security will have to cut benefits by 21% if lawmakers do nothing to cure the program's long-te… https://t.co/KyM3BYOCji"
59,CNN,CNN,2018-06-05 21:00:15+00:00,0.442,0.558,0.0,0.8271,Bill Gates is giving 2018 college grads his favorite new book for free https://t.co/dEWjdkmPRQ
58,CNN,CNN,2018-06-05 21:06:07+00:00,0.13,0.87,0.0,0.4019,EPA administrator Scott Pruitt enlisted the help of an aide to inquire about the possibility of a business opportun… https://t.co/eEmKcDjMXU
57,CNN,CNN,2018-06-05 21:17:11+00:00,0.061,0.939,0.0,0.0258,"""Red flag"" laws might have prevented some firearms-related suicides, a new study suggests.

These types of laws, wh… https://t.co/1q4IqXqr5Y"
56,CNN,CNN,2018-06-05 21:21:03+00:00,0.0,1.0,0.0,0.0,More than 100 monuments and symbols have been removed from 22 states and DC since the Charleston church shooting --… https://t.co/rGHFGkbIMb
55,CNN,CNN,2018-06-05 21:31:07+00:00,0.16,0.705,0.135,0.1027,An Auschwitz survivor warned the Italian Senate away from anti-immigrant actions https://t.co/TpLtXCQUDp https://t.co/xAA9EQ2Nsv
54,CNN,CNN,2018-06-05 21:41:03+00:00,0.0,0.833,0.167,-0.6597,"In the days before he took his own life, Dwight Lamon Jones went on a killing spree, shooting six people in three A… https://t.co/OICpvUpbrw"
53,CNN,CNN,2018-06-05 21:48:47+00:00,0.097,0.717,0.186,-0.4767,"BREAKING: Kelly Sadler, the White House communications aide who joked about Sen. John McCain's brain cancer last mo… https://t.co/7WKDkEKgqB"
52,CNN,CNN,2018-06-05 21:55:22+00:00,0.113,0.795,0.092,0.128,RT @CNNSitRoom: Special counsel's office has accused former Trump campaign chairman Paul Manafort of attempting to get witnesses to lie for…
51,CNN,CNN,2018-06-05 21:58:32+00:00,0.145,0.777,0.078,0.3182,The Teamsters and United Parcel Service could be heading toward the nation's largest strike in decades… https://t.co/9t3tiGX4M4
50,CNN,CNN,2018-06-05 21:58:59+00:00,0.0,0.68,0.32,-0.7906,RT @TheLeadCNN: @jaketapper .@jaketapper: The President lies about the Eagles protesting during the Anthem. The White House accuses them of…
49,CNN,CNN,2018-06-05 22:02:51+00:00,0.0,0.926,0.074,-0.1531,"""On a personal level, we can all follow the ethos of the Miss America competition, and make a conscious effort to s… https://t.co/noPAGo1Y4B"
48,CNN,CNN,2018-06-05 22:10:16+00:00,0.063,0.777,0.16,-0.4588,"Former Illinois Gov. Rod Blagojevich is officially asking President Donald Trump to commute his prison sentence, fi… https://t.co/QLQ2UqbZJ9"
47,CNN,CNN,2018-06-05 22:15:48+00:00,0.095,0.905,0.0,0.2263,"How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has… https://t.co/yXvihg6Udk"
46,CNN,CNN,2018-06-05 22:21:10+00:00,0.0,1.0,0.0,0.0,Women recount why their Kate Spade purse was more than a handbag https://t.co/pZqEb4ZZdz via @CNNStyle https://t.co/lpJ1uaNhoK
45,CNN,CNN,2018-06-05 22:24:10+00:00,0.0,0.896,0.104,-0.296,"“If there was no collusion, then why lie about what took place in Trump Tower?” Rep. Adam Schiff asks… https://t.co/afT6Ame3r6"
44,CNN,CNN,2018-06-05 22:31:10+00:00,0.0,1.0,0.0,0.0,"Iowa Republican Sen. Joni Ernst called EPA Administrator Scott Pruitt ""as swampy as you get"" https://t.co/M3QQOAYqgB https://t.co/IA0ep23Xu4"
43,CNN,CNN,2018-06-05 22:41:05+00:00,0.0,0.931,0.069,-0.1027,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/g2w4az5dt3
42,CNN,CNN,2018-06-05 22:46:00+00:00,0.323,0.677,0.0,0.7351,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxRdUs https://t.co/iD4F80ctIY
41,CNN,CNN,2018-06-05 22:51:04+00:00,0.0,1.0,0.0,0.0,Former FBI Deputy Director Andrew McCabe has requested immunity in exchange for testifying at an upcoming congressi… https://t.co/EeK45nooGd
40,CNN,CNN,2018-06-05 22:59:48+00:00,0.0,0.905,0.095,-0.2263,White House communications aide Kelly Sadler was quietly let go nearly a month after making an insensitive remark a… https://t.co/dynu5Lciby
39,CNN,CNN,2018-06-05 23:01:07+00:00,0.0,0.874,0.126,-0.3818,President Trump has unblocked the 7 plaintiffs who sued him and members of his administration for blocking them on… https://t.co/5AH11urc02
38,CNN,CNN,2018-06-05 23:06:49+00:00,0.223,0.703,0.074,0.5859,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/dZHUPa782l"
37,CNN,CNN,2018-06-05 23:11:03+00:00,0.099,0.901,0.0,0.3182,"The original Gerber baby, Ann Turner Cook, met with Lucas Warren, the first child with Down syndrome named as the b… https://t.co/hjBMOApIsT"
36,CNN,CNN,2018-06-05 23:16:00+00:00,0.0,1.0,0.0,0.0,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa https://t.co/LvxGW3DO4C
35,CNN,CNN,2018-06-05 23:31:07+00:00,0.0,1.0,0.0,0.0,"For the first time in at least 20 years, there are now more job openings than there are people looking for work, ac… https://t.co/CPRrBKuBNB"
34,CNN,CNN,2018-06-05 23:40:00+00:00,0.0,0.698,0.302,-0.8316,A White House contractor wanted by police on an attempted first-degree murder charge was arrested as he came in to… https://t.co/kaYfR7pbzp
33,CNN,CNN,2018-06-05 23:42:54+00:00,0.0,0.866,0.134,-0.4767,"RT @CNNSitRoom: On the President continuing to attack Attorney General Jeff Sessions, @RepAdamSchiff says if he were one of Trump’s lawyers…"
32,CNN,CNN,2018-06-05 23:46:01+00:00,0.106,0.894,0.0,0.2263,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/A0K4B3Z06B
31,CNN,CNN,2018-06-05 23:49:27+00:00,0.177,0.823,0.0,0.5106,"""I think that this is all a stunt, and I think that the President is playing the NFL like a fiddle, and these playe… https://t.co/UnYhb9xeTr"
30,CNN,CNN,2018-06-06 00:01:06+00:00,0.108,0.892,0.0,0.3182,"National Park Service acting director Paul Daniel Smith apologized to employees in an email for behaving ""in an ina… https://t.co/LUf7aGLVR7"
29,CNN,CNN,2018-06-06 00:06:08+00:00,0.171,0.829,0.0,0.3182,Republican senators say they have received commitments from President Donald Trump and his top lieutenants that Con… https://t.co/ijAUGNdsEG
28,CNN,CNN,2018-06-06 00:09:07+00:00,0.13,0.87,0.0,0.2732,".@JohnKingCNN explains the significance of California's ""Jungle Primary"" and the impact it could have… https://t.co/O20261Iee7"
27,CNN,CNN,2018-06-06 00:11:04+00:00,0.0,1.0,0.0,0.0,"On Wednesday, President Donald Trump's White House will host its first iftar, the sundown meal that breaks fasts du… https://t.co/FK5wcKuLZx"
26,CNN,CNN,2018-06-06 00:16:04+00:00,0.0,0.891,0.109,-0.296,The former head of USA Gymnastics exercised his Fifth Amendment right to avoid self-incrimination and declined to t… https://t.co/8ttEooSDrY
25,CNN,CNN,2018-06-06 00:24:43+00:00,0.106,0.809,0.085,0.128,"Anderson Cooper: When it comes to the Eagles and political stunts, it sounds like the White House doth protest too… https://t.co/eEtXC5piUT"
24,CNN,CNN,2018-06-06 00:30:41+00:00,0.079,0.648,0.273,-0.6369,"Seattle just passed a controversial ""Amazon tax"" to alleviate the city's housing crisis, and now there's considerat… https://t.co/eDt2hA0CAw"
